id	P_sum_CAM	P_sum_Estr	rel_diff_P	T_mean_CAM	T_mean_Estr	T_diff	Epot_sum_CAM	Epot_sum_Estr	rel_diff_Epot
CZ000258	732.8405	677.3185	-7.57627341829497	6.66918275154004	6.88302943189596	0.21384668035592	539.894	720.431	33.4393417967231
CZ000266	858.3585	858.443	0.00984437155338337	5.99974127310062	6.51115674195756	0.511415468856947	512.2135	647.946	26.4992039452299
CZ000273	689.0655	674.069	-2.17635333651155	8.47939356605065	8.45750308008214	-0.0218904859685143	603.4915	719.084	19.1539566008801
CZ000275	840.816	828.61	-1.4516850297806	7.39082546201232	7.74410403832991	0.353278576317591	560.6695	743.381	32.5880933419778
CZ000276	801.108	801.5115	0.0503677406791604	7.60350308008214	7.9246803559206	0.321177275838467	569.476	754.9715	32.5730144905141
CZ000278	787.1455	764.6205	-2.86160563707726	7.80621629021218	8.14829568788501	0.342079397672827	577.293	769.3425	33.2672490399156
CZ000280	904.851	819.858	-9.39303819081816	7.29615605749487	7.85573853524983	0.559582477754963	557.347	750.0005	34.5661679348772
CZ000281	832.6925	783.932	-5.8557630818099	7.69757563312799	8.03588501026694	0.338309377138946	573.101	763.374	33.2006051289389
CZ000283	787.2255	766.2805	-2.66060995229447	8.10146611909651	8.24713894592745	0.145672826830937	589.0955	768.3425	30.427494353632
CZ000288	865.1355	808.8345	-6.5077667024414	7.76288980150582	8.12481861738535	0.361928815879535	574.2945	749.219	30.4590240721442
CZ000289	894.642	855.4865	-4.37666686786447	7.73622313483915	7.86990280629706	0.133679671457905	572.463	739.048	29.0996972730115
CZ000290	850.506	808.572	-4.93047668094052	7.93495414099932	8.19156741957563	0.256613278576318	580.3175	750.2135	29.2763874947766
CZ000293	899.9425	947.826	5.32072882434157	5.53593429158111	6.07501437371663	0.539080082135523	493.454	633.022	28.2838927235365
CZ000295	752.874	717.119	-4.74913464935701	7.1867022587269	7.31255715263518	0.125854893908282	569.361	700.406	23.0161531963025
CZ000296	754.38	719.185	-4.66542061030249	7.53679260780287	7.48216153319644	-0.0546310746064345	582.0075	714.7065	22.8002216466283
CZ000299	726.8905	707.5945	-2.65459515566651	8.15888295687885	7.94100616016427	-0.217876796714579	602.897	759.011	25.8939752561383
CZ000300	746.339	706.284	-5.36686411938811	8.10878302532512	7.969871321013	-0.138911704312116	602.5075	756.4745	25.554370692481
CZ000301	709.942	677.1225	-4.62284242938155	8.410340862423	8.3988514715948	-0.011489390828201	611.3895	785.367	28.4560824155469
CZ000302	974.2605	867.509	-10.9571823962893	8.18645174537988	7.96236413415469	-0.224087611225189	601.6145	776.439	29.0592231403997
CZ000304	725.3345	678.8785	-6.40476910997616	8.64245585215606	8.50835865845311	-0.134097193702944	619.053	786.843	27.1043028625982
CZ000306	1062.1575	905.5925	-14.7402809846939	5.83168240930869	6.77911567419576	0.947433264887064	507.75	658.1215	29.6152634170359
CZ000307	1082.382	931.598	-13.9307564242569	5.51456810403833	6.34669541409993	0.832127310061602	496.588	637.057	28.2868293233022
CZ000309	883.1775	818.693	-7.30142015619737	6.62560301163587	7.1598288843258	0.534225872689939	539.8395	693.4525	28.4553094021464
CZ000310	822.362	764.573	-7.02719726835628	7.58361396303901	7.77279945242984	0.189185489390828	574.3095	723.771	26.0245564456099
CZ000312	786.549	728.56	-7.37258581474262	7.39999452429843	7.81867214236824	0.418677618069816	569.4245	741.32	30.1875841309954
CZ000314	990.495	866.7845	-12.4897652184009	5.36243121149897	6.44328952772074	1.08085831622177	496.7025	651.998114402073	31.2653176503185
CZ000315	954.401	880.196	-7.77503376463354	5.61173990417522	6.32555646817248	0.713816563997262	505.823	643.557068493151	27.2296966514276
CZ000316	893.384	842.559	-5.68904300950096	6.04602464065708	6.58310198494182	0.537077344284737	522.7975	657.7075	25.805402665468
CZ000317	750.162	767.4565	2.30543535929572	6.64641752224504	7.24103627652293	0.594618754277891	545.85	698.846	28.0289456810479
CZ000318	762.6165	798.7355	4.73619440439592	6.41325256673511	7.13145927446954	0.718206707734429	535.4295	692.0295	29.247547996515
CZ000322	703.183	700.995	-0.311156555263706	7.78062696783025	7.73488980150582	-0.045737166324435	588.226	741.161	25.9993607899005
CZ000324	1142.5615	1152.585	0.877283192195782	6.62228199863107	6.74185626283368	0.119574264202601	546.2625	723.8595	32.5112926477655
CZ000326	1306.7235	1152.4145	-11.8088486202322	6.02959890485968	6.53465434633812	0.505055441478439	519.628	707.45	36.1454733001301
CZ000327	1300.207	1221.75	-6.03419301695806	6.30056125941136	6.33862286105407	0.0380616016427107	532.8175	691.525	29.7864653469528
CZ000328	1276.37	1217.565	-4.6072063743272	6.19415058179329	6.39116495550992	0.197014373716632	528.2355	692.3075	31.0603887849264
CZ000329	1324.462	1215.392	-8.23504185095533	5.82522655715263	6.41881451060917	0.593587953456537	512.301	692.748	35.2228475056656
CZ000330	1300.0565	1219.018	-6.23345985347561	6.26026420260096	6.37306502395619	0.112800821355236	529.972	692.0295	30.5785022604968
CZ000331	1337.795	1205.4705	-9.89123894169138	6.27198083504449	6.5152758384668	0.243295003422314	530.1465	706.8995	33.3404068498047
CZ000332	1291.513	1184.2475	-8.30541388278709	6.50990006844627	6.64239014373717	0.132490075290896	538.8495	707.6715	31.3300838174667
CZ000333	1183.1995	1103.726	-6.71683008655768	7.13537713894593	7.06588090349076	-0.0694962354551683	562.9475	735.131	30.5860670844084
CZ000334	997.876	833.2495	-16.4976910958876	8.26696098562628	8.45738809034908	0.190427104722792	604.4295	802.089	32.7018287492586
CZ000340	847.3355	806.5665	-4.81143537595202	8.9573620807666	8.80868309377139	-0.148678986995209	632.26	808.7295	27.910906905387
CZ000346	1037.2795	1132.6935	9.19848507562328	7.59459274469541	7.07949623545517	-0.515096509240246	578.297	720.8455	24.6497042177289
CZ000347	1156.218	1155.614	-0.0522392835953118	6.85565092402464	6.98595893223819	0.130308008213553	551.305	715.9455	29.8637777636698
CZ000348	1099.0725	1108.4775	0.855721528834538	7.54428062970568	7.54600821355236	0.00172758384668015	576.1135	741.725	28.7463321029623
CZ000349	1248.5135	1037.336	-16.9143145028067	6.74954414784394	7.87841067761807	1.12886652977413	545.8915	761.51	39.4984168099339
CZ000351	974.256	963.885	-1.06450460659211	8.39019712525667	8.30630253251198	-0.083894592744695	609.666	780.1405	27.9619496576814
CZ000353	1025.7165	1025.556	-0.0156475985323387	8.04949486652977	8.06510472279261	0.0156098562628344	596.097	764.737	28.2906976549119
CZ000358	998.3745	858.6045	-13.9997566043604	7.2367446954141	7.59452156057495	0.357776865160848	557.772	692.528	24.1596924908385
CZ000363	747.646	742.619	-0.67237703405088	7.19788637919233	6.78444353182752	-0.413442847364818	557.6965	723.2605	29.6871147658269
CZ000364	1037.981	958.7815	-7.63014929945731	6.35171800136893	6.8362546201232	0.484536618754278	527.314	678.357	28.6438440853078
CZ000365	839.485	764.7065	-8.90766362710471	8.18193976728268	8.27122381930185	0.0892840520191651	594.3245	747.851	25.8321001405798
CZ000366	893.5935	820.1985	-8.21346619016363	7.67296919917864	7.85518822724161	0.182219028062971	575.678	728.3955	26.5282849092722
CZ000367	1108.8255	959.8675	-13.4338541095961	5.78007255304586	6.22101163586585	0.440939082819986	505.33	635.267	25.7132962618487
CZ000368	1101.292	943.6005	-14.3187728595141	5.89085694729637	6.83772621492129	0.946869267624915	510.135	677.8715	32.8808060611407
CZ000369	1059.332	927.29	-12.464647532596	6.29614236824093	6.70868583162218	0.412543463381246	524.198	662.8245	26.4454461863647
CZ000371	1075.9925	1053.3625	-2.10317451097474	6.56830116358658	6.65156057494867	0.0832594113620813	531.724	694.498	30.6124982133588
CZ000372	1014.28	980.8845	-3.29253263398668	6.94286652977413	7.10279123887748	0.159924709103354	544.5365	713.5465	31.037405206079
CZ000373	1233.028	1082.09	-12.2412467518986	5.54698151950719	6.39260780287474	0.845626283367556	490.818	676.520939189189	37.8353970696244
CZ000374	1117.2735	1001.775	-10.3375314996731	6.34032991101985	6.90769336071184	0.567363449691991	520.675	700.3015	34.4987756277909
CZ000375	984.7195	882.923	-10.3376139093417	7.50334565366188	7.53200273785079	0.0286570841889118	561.7345	723.2295	28.7493468889662
CZ000376	957.4825	895.4385	-6.47990955448273	7.39266255989049	7.50189048596851	0.109227926078029	559.531	727.4355	30.0080781940589
CZ000378	853.212	792.867	-7.07268533494608	7.91935386721424	7.94258042436687	0.0232265571526353	578.7765	751.227	29.7956983395145
CZ000381	1313.004	1282.98	-2.28666477786815	5.89907049965777	4.95577002053388	-0.943300479123888	501.2	615.322829415031	22.7699180796152
CZ000382	1117.7615	1066.8115	-4.5582174730477	7.37181519507187	6.40094318959617	-0.970872005475702	554.37	677.874	22.278261810704
CZ000383	905.9575	814.6265	-10.0811572286779	8.4910855578371	7.95064339493498	-0.540442162902122	596.6645	744.2525	24.7355088160934
CZ000384	1045.7145	980.455	-6.24066128948199	7.72038740588638	6.92754140999316	-0.792845995893224	567.6275	699.4325	23.2203337576139
CZ000385	828.8655	759.24	-8.4000962761751	8.62616016427105	8.2638726899384	-0.362287474332648	601.742	753.286	25.1842151619797
CZ000387	1316.682	1351.5485	2.64805776945383	6.05052292950034	5.89890075290897	-0.151622176591376	517.59	666.126	28.697617805599
CZ000388	996.9375	959.3805	-3.76723716381418	6.06679123887748	6.59456947296372	0.527778234086242	520.4845	676.058	29.8901312142821
CZ000389	1051.6105	940.901	-10.5276145493032	5.90807665982204	6.905318275154	0.997241615331964	515.8805	694.399	34.6046225821678
CZ000390	1024.686	946.485	-7.63170376095703	6.19703627652293	6.90435455167693	0.707318275154004	526.3765	695.28	32.0879636533926
CZ000391	1040.0485	960.532	-7.64546076457013	5.84986584531143	6.47453524982888	0.624669404517453	511.858	665.7605	30.0674210425548
CZ000394	995.6555	916.7995	-7.92000847682758	5.85475154004107	6.16940862422998	0.314657084188911	512.2115	641.901	25.3195213305441
CZ000397	864.452	800.235	-7.42863687052607	7.09268856947296	7.48917453798768	0.396485968514716	560.2455	737.8235	31.6964616404773
CZ000400	678.8695	634.6135	-6.51907325340142	8.04615331964408	8.26630663928816	0.22015331964408	597.6495	780.3725	30.5736054326156
CZ000401	691.944	595.7215	-13.9061108991479	7.27584941820671	7.79905817932923	0.523208761122519	570.87	732.3	28.2778916390772
CZ000402	651.3925	600.8415	-7.76045164781603	7.68189185489391	8.0939370294319	0.412045174537988	585.155	760.4975	29.9651374422162
CZ000403	664.7785	615.0215	-7.48474867944736	7.88107734428474	8.18039698836413	0.299319644079397	592.064	768.9555	29.8770909901632
CZ000406	760.6675	740.4985	-2.65148701633764	7.2626392881588	7.50827104722793	0.245631759069131	570.3905	714.935	25.3413231812241
CZ000407	728.66	710.1905	-2.53472126917906	7.70261464750171	7.83428747433265	0.131672826830937	586.663	744.1375	26.8424120832573
CZ000408	751.779	720.916	-4.10532882668977	7.37927173169062	7.4750006844627	0.0957289527720739	576.2625	705.636	22.4504457603956
CZ000409	742.5315	699.017	-5.86029010217073	7.60048596851472	7.58193018480493	-0.0185557837097878	585.0225	711.203	21.5684866821361
CZ000413	1141.7255	1153.0185	0.989116911201501	6.31074743326489	6.32091307323751	0.0101656399726213	534.4885	698.7955	30.7409794598013
CZ000416	961.551	887.08	-7.7448830067256	6.80725804243669	7.32932785763176	0.522069815195072	554.3925	757.445952702703	36.626298642695
CZ000417	897.0325	879.3435	-1.97194638990227	7.31041478439425	7.37459274469541	0.0641779603011638	573.4295	758.2055	32.2229672522952
CZ000418	976.2315	964.0865	-1.24406966995022	7.06345516769336	7.06540999315537	0.00195482546201209	563.4145	741.7345	31.6498776655553
CZ000419	1013.69	912.194	-10.0125284850398	6.90831348391513	7.36308692676249	0.454773442847365	556.3115	758.5795	36.3587666262517
CZ000421	959.1235	922.4495	-3.82369945059213	7.1976386036961	7.23605338809035	0.0384147843942504	568.0965	750.07	32.0321459470354
CZ000422	1191.402	1175.6545	-1.32176209205624	6.49755646817248	6.34227378507871	-0.155282683093771	539.6515	696.517	29.0679262449933
CZ000423	1087.1435	1003.9835	-7.6494041494982	6.61757289527721	7.08394798083504	0.466375085557837	544.931	740.3455	35.8604116851491
CZ000424	1117.9155	1057.128	-5.43757555915451	7.00158110882957	6.87521560574949	-0.126365503080082	557.791	726.4355	30.2343530103569
CZ000425	1039.5835	975.5075	-6.1636222583371	7.40733333333333	7.20400684462697	-0.203326488706365	573.4305	745.2495	29.9633521411923
CZ000426	941.9	795.008	-15.5952861237923	7.17408624229979	7.49456947296372	0.320483230663929	568.3095	741.898	30.5447119923211
CZ000427	868.4445	745.9015	-14.1106311341715	7.88205338809035	7.92130184804928	0.039248459958932	594.532	767.558	29.1028910134358
CZ000429	760.0435	722.1145	-4.99037226158766	7.79318548939083	7.68077754962355	-0.112407939767283	592.004	731.612	23.5822730927494
CZ000431	573.9885	531.19	-7.45633405547325	9.14100205338809	8.98480082135524	-0.156201232032855	644.5415	806.322	25.1000905294694
CZ000432	660.019	573.7035	-13.0777295805121	7.9358726899384	7.97581656399726	0.0399438740588636	596.481	737.619	23.6617763181057
CZ000433	660.085	572.6375	-13.2479150412447	7.75345927446954	7.93832991101985	0.184870636550308	590.941	737.3135	24.7693932219968
CZ000434	639.6185	561.75	-12.1742100955491	8.07240930869268	8.18429568788501	0.111886379192335	603.168	754.8065	25.1403423258528
CZ000435	601.147	543.426	-9.60181120424788	8.7209582477755	8.68122929500342	-0.039728952772073	628.114	789.049	25.621941239966
CZ000436	649.9755	573.4565	-11.7725975825243	7.85784941820671	8.09812046543463	0.240271047227927	596.621	742.913	24.5200889677031
CZ000438	641.424	564.143	-12.0483486741999	8.18452566735113	8.35428610540725	0.169760438056125	609.0025	762.4205	25.1916864052282
CZ000439	628.871	545.3965	-13.2737079623643	8.372765229295	8.72842710472279	0.355661875427788	615.77	792.9465	28.7731620572616
CZ000440	731.07	668.638	-8.5398115091578	8.9109363449692	8.61552635181383	-0.295409993155372	634.006	795.5245	25.475863004451
CZ000442	875.2735	735.21	-16.0022552950592	7.82819986310746	7.9705311430527	0.142331279945243	591.4565	755.6705	27.7643410800287
CZ000443	798.985	703.363	-11.9679343166643	8.48102532511978	8.29977138945928	-0.181253935660505	616.5535	773.107	25.3917137766633
CZ000445	853.9875	770.0925	-9.82391428445966	7.87194250513347	7.76903080082135	-0.102911704312115	593.8885	758.2725	27.6792697619166
CZ000446	797.994	741.9685	-7.02079213628171	8.08168788501027	8.21928268309377	0.137594798083505	601.471	796.3085	32.3934986059178
CZ000447	812.964	780.1015	-4.04230691641943	7.94083641341547	7.93305133470226	-0.00778507871321032	595.3585	781.372	31.2439479742038
CZ000448	765.056	693.422	-9.36323615526183	8.7373620807666	8.50205338809035	-0.235308692676249	627.07	791.99	26.3000940883793
CZ000449	791.426	733.415	-7.32993356296104	8.33095961670089	8.23469815195072	-0.0962614647501709	611.176	788.3365	28.9868221265233
CZ000453	701.1745	598.9265	-14.5823899756765	8.51269815195072	8.8655099247091	0.352811772758384	621.1445	792.874	27.6472704821503
CZ000454	776.724	758.05	-2.40420020496341	8.20843805612594	8.26674743326489	0.0583093771389471	609.007	800.63	31.4648271694743
CZ000455	773.1505	758.05	-1.95311262166939	8.23867898699521	8.26674743326489	0.0280684462696783	610.158	800.63	31.2168323614539
CZ000456	811.4825	761.381	-6.17407029726456	8.11722245037645	8.11407392197125	-0.00314852840520174	603.0955	786.5545	30.4195604178774
CZ000457	806.1715	758.477	-5.91617292350324	8.15004791238878	8.13402737850787	-0.0160205338809032	604.609	787.101	30.1834739476257
CZ000458	817.5955	724.85	-11.343690125496	7.92798904859685	8.36915126625599	0.441162217659137	596.479	793.554	33.0397214319364
CZ000459	756.7405	722.696	-4.49883414459778	8.58816427104723	8.51456125941136	-0.0736030116358659	623.15	808.474	29.7398700152451
CZ000461	851.192	723.963	-14.9471564582374	7.74965366187543	8.07573169062286	0.326078028747434	591.602	774.6445	30.9401421901887
CZ000462	719.7195	637.8095	-11.3808226677198	8.68577412731006	8.65747159479808	-0.0283025325119777	627.7425	814.72	29.7857003468779
CZ000463	660.2165	577.9435	-12.4615183049802	8.81752908966461	8.88855030800821	0.0710212183435992	632.754	833.492	31.7244932469806
CZ000465	696.1805	618.8805	-11.103442282569	7.38107734428474	7.81847091033539	0.437393566050651	577.698	757.4355	31.1127094087222
CZ000466	689.972	615.018	-10.863339381888	7.46214510609172	7.85842984257358	0.396284736481862	580.958	759.7865	30.7816571938075
CZ000468	798.0565	712.36	-10.7381494919219	7.14012320328542	7.74919917864476	0.609075975359342	568.349	747.217	31.471507823538
CZ000469	797.112	712.36	-10.6323829022772	7.21700752908966	7.74919917864476	0.5321916495551	571.1835	747.217	30.8190800329491
CZ000472	660.459	592.5215	-10.2864068776412	7.96638877481177	8.21999315537303	0.25360438056126	601.05	782.2335	30.1444971300225
CZ000473	637.7015	574.852	-9.85562994598569	8.22945106091718	8.48300479123888	0.253553730321698	611.62	796.6955	30.2598835878487
CZ000478	575.1405	528.6755	-8.07889550466363	8.74699383983573	8.93573579739904	0.188741957563312	632.86	815.399	28.8435040925323
CZ000479	572.2075	526.155	-8.04821677450925	8.7679356605065	8.97398083504449	0.206045174537987	633.63	816.334	28.8344933162887
CZ000480	552.23	512.942	-7.11442695978125	8.98086105407255	9.15316906228611	0.172308008213552	641.7285	823.73	28.3611371475632
CZ000481	535.2535	501.5285	-6.30075282085965	9.28162628336756	9.42529500342231	0.143668720054757	653.257	837.7605	28.2436315263365
CZ000483	844.1115	732.485	-13.2241415974074	6.47361396303901	6.87630253251198	0.402688569472964	540.58	681.702	26.1056642865071
